1094|患者094|女|50|13910000094|370100197510101903|B|P1094|1|0|0|0
1095|患者095|男|51|13910000095|370100197411111911|O|P1095|1|0|0|0
1096|患者096|女|52|13910000096|370100197312121946|AB|P1096|1|0|0|0
1097|患者097|男|54|13910000097|370100197201131957|A|P1097|1|0|0|0
1098|患者098|女|55|13910000098|370100197102141981|B|P1098|1|0|0|0
1099|患者099|男|56|13910000099|37010019700315199X|O|P1099|1|0|0|0
1100|王芳|女|57|13910000100|370100196904162026|AB|P1100|1|0|0|0
1101|张伟|男|57|13910000101|370100196805172034|A|P1101|1|0|0|0
1102|患者102|女|58|13910000102|370100196706182069|B|P1102|1|0|0|0
1103|患者103|男|59|13910000103|370100196607192077|O|P1103|1|0|0|0
1104|患者104|女|60|13910000104|370100196508202102|AB|P1104|1|0|0|0
1105|患者105|男|61|13910000105|370100196409212110|A|P1105|1|0|0|0
1106|患者106|女|62|13910000106|370100196310222140|B|P1106|1|0|0|0
1107|患者107|男|63|13910000107|370100196211232159|O|P1107|1|0|0|0
1108|患者108|女|64|13910000108|370100196112242183|AB|P1108|1|0|0|0
1109|患者109|男|66|13910000109|370100196001252194|A|P1109|1|0|0|0
1110|患者110|女|67|13910000110|370100195902262221|B|P1110|1|0|0|0
1111|患者111|男|68|13910000111|37010019580327223X|O|P1111|1|0|0|0
1112|患者112|女|69|13910000112|370100195704282264|AB|P1112|1|0|0|0
1113|患者113|男|70|13910000113|370100195605012277|A|P1113|1|0|0|0
1114|患者114|女|70|13910000114|370100195506022306|B|P1114|1|0|0|0
1115|患者115|男|71|13910000115|370100195407032314|O|P1115|1|0|0|0
1116|患者116|女|72|13910000116|370100195308042349|AB|P1116|1|0|0|0
1117|患者117|男|73|13910000117|370100195209052357|A|P1117|1|0|0|0
1118|患者118|女|74|13910000118|370100195110062387|B|P1118|1|0|0|0
1119|患者119|男|75|13910000119|370100195011072395|O|P1119|1|0|0|0
1120|患者120|女|76|13910000120|370100194912082422|AB|P1120|1|0|0|0
1121|患者121|男|18|13910000121|370100200801092431|A|P1121|1|0|0|0
1122|患者122|女|19|13910000122|370100200702102462|B|P1122|1|0|0|0
1123|患者123|男|20|13910000123|370100200603112470|O|P1123|1|0|0|0
1124|患者124|女|21|13910000124|37010020050412250X|AB|P1124|1|0|0|0
1125|患者125|男|21|13910000125|370100200405132518|A|P1125|1|0|0|0
1126|张伟|女|22|13910000126|370100200306142542|B|P1126|1|0|0|0
1127|患者127|男|23|13910000127|370100200207152550|O|P1127|1|0|0|0
1128|患者128|女|24|13910000128|370100200108162585|AB|P1128|1|0|0|0
1129|患者129|男|25|13910000129|370100200009172593|A|P1129|1|0|0|0
1130|患者130|女|26|13910000130|370100199910182625|B|P1130|1|0|0|0
